250
13040 13419 Wolfenbuettel
13139 13642 Wolfsburg
10790 12197 Aachen
12026 13258 Bielefeld
11051 13075 Bocholt
11369 12785 Bochum
11314 12174 Bonn
12205 13193 Detmold
11493 12822 Dortmund
11145 12568 Duesseldorf
11249 12768 Essen
11306 12811 Gelsenkirchen
11953 13153 Guetersloh
11490 12695 Hagen
11666 12963 Hamm
12091 13332 Herford
11238 12348 Koeln
11032 12654 Krefeld
12217 13479 Minden
10968 12547 Moenchengladbach
11571 13179 Muenster
11172 12785 Oberhausen
12144 13010 Paderborn
11357 12895 Recklinghausen
11357 12537 Remscheid
11789 12298 Siegen
11828 12872 Soest
11297 12530 Solingen
11353 12615 Wuppertal
12142 11480 Darmstadt
12148 11677 Frankfurt/Main
12672 12073 Fulda
12141 12063 Giessen
12294 11691 Hanau
12546 12696 Kassel
12219 12256 Marburg
12200 11671 Offenbach
11930 11640 Wiesbaden
11686 11110 Kaiserslautern
11573 11863 Koblenz
12045 11153 Ludwigshafen
11939 11579 Mainz
11514 11920 Neuwied
11609 10915 Pirmasens
11093 11370 Trier
12008 11278 Worms
11371 11029 Neunkirchen
11277 10934 Saarbruecken
11151 11007 Saarlouis
12968 10666 Aalen
11965 10557 Baden-Baden
12122 9902 Donaueschingen
11756 9929 Freiburg
12676 9674 Friedrichshafen
12178 11093 Heidelberg
12469 10893 Heilbronn
12038 10755 Karlsruhe
12509 9682 Konstanz
12471 10687 Ludwigsburg
12067 11157 Mannheim
12211 10678 Pforzheim
12501 10363 Reutlingen
12470 10598 Stuttgart
12414 10372 Tuebingen
12921 10302 Ulm
12411 11586 Aschaffenburg
13422 10298 Augsburg
13347 11561 Bamberg
13705 11623 Bayreuth
13417 11210 Fuerth
13576 9588 Garmisch-Partenkirchen
13865 11939 Hof
13705 10634 Ingolstadt
13298 9892 Kaufbeuren
13137 9744 Kempten
14098 10497 Landshut
13802 10143 Muenchen
13469 11200 Nuernberg
14817 10587 Passau
14045 10882 Regensburg
14121 9926 Rosenheim
12973 11653 Schweinfurt
12835 11454 Wuerzburg
